bezier_section_7
1.000098 0.001467
0.990103 0.003774
0.980102 0.006051
0.970097 0.008296
0.960088 0.010511
0.950073 0.012695
0.940054 0.014850
0.930030 0.016976
0.920002 0.019072
0.909970 0.021139
0.899933 0.023178
0.889892 0.025188
0.879847 0.027170
0.869798 0.029124
0.859744 0.031051
0.849687 0.032950
0.839626 0.034821
0.829561 0.036665
0.819492 0.038482
0.809419 0.040272
0.799343 0.042034
0.789263 0.043770
0.779180 0.045478
0.769093 0.047160
0.759003 0.048814
0.748909 0.050441
0.738812 0.052041
0.728711 0.053614
0.718608 0.055159
0.708501 0.056676
0.698391 0.058166
0.688278 0.059628
0.678161 0.061061
0.668042 0.062466
0.657920 0.063843
0.647795 0.065190
0.637667 0.066508
0.627536 0.067796
0.617402 0.069054
0.607266 0.070282
0.597127 0.071479
0.586985 0.072644
0.576841 0.073778
0.566695 0.074879
0.556546 0.075947
0.546394 0.076982
0.536241 0.077982
0.526085 0.078948
0.515927 0.079878
0.505767 0.080771
0.495605 0.081628
0.485441 0.082447
0.475275 0.083227
0.465108 0.083967
0.454938 0.084667
0.444768 0.085326
0.434595 0.085941
0.424422 0.086514
0.414247 0.087041
0.404071 0.087522
0.393836 0.087954
0.383562 0.088323
0.373286 0.088628
0.363009 0.088867
0.352730 0.089039
0.342451 0.089141
0.332171 0.089172
0.321891 0.089131
0.311612 0.089015
0.301333 0.088822
0.291056 0.088549
0.280780 0.088196
0.270507 0.087759
0.260236 0.087235
0.249969 0.086621
0.239705 0.085915
0.229446 0.085113
0.219193 0.084211
0.208945 0.083205
0.198705 0.082091
0.188472 0.080863
0.178247 0.079517
0.168033 0.078046
0.157829 0.076443
0.147638 0.074700
0.137460 0.072808
0.127298 0.070757
0.117152 0.068533
0.107027 0.066121
0.096923 0.063503
0.086845 0.060657
0.076795 0.057552
0.066780 0.054150
0.056805 0.050399
0.046880 0.046223
0.037017 0.041507
0.027240 0.036060
0.017588 0.029504
0.008163 0.020875
0.000000 0.000000
0.012039 -0.018880
0.022816 -0.025566
0.033366 -0.030229
0.043791 -0.033835
0.054130 -0.036759
0.064407 -0.039196
0.074634 -0.041258
0.084821 -0.043022
0.094974 -0.044541
0.105097 -0.045852
0.115195 -0.046985
0.125272 -0.047963
0.135329 -0.048805
0.145368 -0.049525
0.155393 -0.050136
0.165403 -0.050650
0.175402 -0.051074
0.185389 -0.051418
0.195367 -0.051688
0.205336 -0.051890
0.215297 -0.052029
0.225252 -0.052112
0.235200 -0.052142
0.245143 -0.052122
0.255082 -0.052058
0.265016 -0.051952
0.274948 -0.051808
0.284876 -0.051628
0.294803 -0.051415
0.304727 -0.051172
0.314651 -0.050901
0.324573 -0.050604
0.334495 -0.050283
0.344418 -0.049941
0.354340 -0.049579
0.364264 -0.049198
0.374189 -0.048801
0.384115 -0.048389
0.394042 -0.047963
0.404010 -0.047524
0.414036 -0.047063
0.424063 -0.046579
0.434092 -0.046073
0.444121 -0.045545
0.454153 -0.044998
0.464185 -0.044432
0.474220 -0.043848
0.484256 -0.043247
0.494294 -0.042630
0.504334 -0.041997
0.514376 -0.041351
0.524420 -0.040691
0.534466 -0.040018
0.544515 -0.039332
0.554565 -0.038636
0.564618 -0.037928
0.574674 -0.037210
0.584732 -0.036482
0.594792 -0.035746
0.604855 -0.035000
0.614921 -0.034246
0.624990 -0.033484
0.635061 -0.032715
0.645135 -0.031939
0.655212 -0.031157
0.665291 -0.030367
0.675374 -0.029572
0.685460 -0.028771
0.695549 -0.027965
0.705641 -0.027153
0.715736 -0.026336
0.725834 -0.025514
0.735936 -0.024688
0.746040 -0.023856
0.756149 -0.023021
0.766260 -0.022180
0.776376 -0.021336
0.786494 -0.020486
0.796616 -0.019633
0.806742 -0.018775
0.816872 -0.017913
0.827005 -0.017046
0.837142 -0.016175
0.847283 -0.015299
0.857427 -0.014418
0.867576 -0.013532
0.877729 -0.012641
0.887886 -0.011745
0.898047 -0.010843
0.908212 -0.009936
0.918382 -0.009023
0.928555 -0.008103
0.938734 -0.007177
0.948917 -0.006245
0.959104 -0.005305
0.969296 -0.004357
0.979493 -0.003402
0.989695 -0.002439
0.999902 -0.001467
